Unique_id,Site,Year,TimePeriod,dN15,Percent_N,Percent_C,C_to_N_ratio,Phosphate,Silicate,Nitrite_plus_Nitrate,Ammonia,Date,Time,Latitude,Longitude,Distance_to_crest,Distance_to_shore,Distance_to_pass,Distance_to_deep_lagoon_water,Distance_to_population_center,Population_center,Island_shore,Habitat,Lagoon,Microbial_Species_Richness,Microbial_Shannon_Diversity,Microbial_Phylogenetic_Diversity,Microbial_Evenness,Microbial_PCoA1,Microbial_PCoA2,Ultra.Violet.Humic.like,Tyrosine.like,Visible.Humic.like,Marine.Humic.like,Tryptophan.like,Lignin.like,M.C,HIX,BIX,FI,FishNH4ug_min_m2,FishBiomg_m2
id_727,107,2020,2020-August,NA,0.52,28.45,54.58,0.19,0.89,1.15,0.56,9/4/2020,15:40:00,-17.51885715,-149.9132726,1021.92,82.89,2359.12,110.06,6877.48,Papeto'ai,SW,Fringing reef,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5766514279596656,10.200363606910486
id_728,110,2020,2020-August,NA,0.53,28.98,54.66,0.22,6.32,1.67,0.93,8/22/2020,11:17:00,-17.51055999,-149.9159157,999.08,71.88,3315.84,573.06,5907.78,Papeto'ai,SW,Fringing reef,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3060558883063887,5.321439657893942
id_729,111,2020,2020-August,NA,0.54,30.8,57.07,0.16,0.76,1.95,0.55,8/22/2020,11:45:00,-17.50318299,-149.9240371,263.63,861.2800000000001,3764.12,1683.01,5522.33,Papeto'ai,SW,Reef crest,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6040750197318089,10.473108959009336
id_730,112,2020,2020-August,NA,0.52,30.13,58.3,0.18,0.78,1.45,0.64,8/22/2020,10:45:00,-17.50348139,-149.920637,663.37,500.28,3515.03,1483.32,5315.06,Papeto'ai,SW,Mid lagoon,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17061627168353252,2.91517861986435
id_731,113,2020,2020-August,NA,0.56,28.56,50.74,0.18,2,1.73,0.69,8/22/2020,11:03:00,-17.50287202,-149.91747,910.7800000000001,165.35000000000002,3309.62,1444.42,5106.02,Papeto'ai,SW,Fringing reef,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22256510603418517,3.9953076155153697
id_732,114,2020,2020-August,NA,0.61,29.7,48.72,0.19,0.73,1.43,0.79,8/22/2020,12:33:00,-17.4954558,-149.9235728,232.78,958.3399999999999,3218.9900000000002,2430.03,5024.24,Papeto'ai,SW,Reef crest,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7857533294884969,30.654234675172138
id_733,115,2020,2020-August,NA,0.54,30.43,56.81,0.19,0.65,1.41,0.71,8/22/2020,12:12:00,-17.49504173,-149.9197109,520.51,588.05,2829.94,2350.51,4633.42,Papeto'ai,SW,Mid lagoon,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9117046510921196,15.712125600454566
id_734,116,2020,2020-August,NA,0.51,28.76,55.98,0.16,0.72,1.45,0.62,8/22/2020,12:53:00,-17.49474971,-149.9146039,956.6800000000001,76.23,2351.61,2053.03,4146.16,Papeto'ai,SW,Fringing reef,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41414975099067786,7.122046080975047
id_735,117,2020,2020-August,NA,0.49,26.63,53.81,0.15,0.68,1.2,0.65,8/22/2020,13:05:00,-17.49064844,-149.9111011,700.66,245.26999999999998,1793.1299999999999,1485.53,3614.27,Papeto'ai,N,Fringing reef,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7936646507502065,13.915572918590309
id_736,118,2020,2020-August,NA,0.56,28.11,49.86,0.15,0.69,1.4,0.53,8/22/2020,13:15:00,-17.48914783,-149.9067514,571.25,164.06,1301.02,1001.98,3141.51,Papeto'ai,N,Fringing reef,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6110707330874121,10.647361528745533
id_737,119,2020,2020-August,NA,0.5,29.27,58.72,0.14,0.69,1.08,0.51,8/22/2020,13:29:00,-17.48591677,-149.9077934,208.64,515.8499999999999,1318.34,1117.25,3301.52,Papeto'ai,N,Reef crest,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6660297550930099,28.40465575204961
id_738,120,2020,2020-August,NA,0.57,28.47,49.88,0.13,0.71,1.4,0.41,8/22/2020,13:55:00,-17.48790848,-149.9022525,462.37,334.59,809.3399999999999,513.05,2684.16,Papeto'ai,N,Mid lagoon,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1150128732412212,36.48471773692894
id_739,121,2020,2020-August,NA,0.63,29.74,47.02,0.12,0.76,1.41,0.87,8/22/2020,14:06:00,-17.48853084,-149.8968575,567.42,271.39,461.25,71.48,2105.03,Papeto'ai,N,Fringing reef,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3074975335282155,23.03315504917813
id_740,122,2020,2020-August,NA,0.52,29.49,56.32,0.14,0.77,1.05,0.41,8/22/2020,14:19:00,-17.48485495,-149.8962351,162.06,576.72,88.94000000000001,274.81,2147.15,Papeto'ai,N,Reef pass,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_741,123,2020,2020-August,NA,0.52,30.78,59.55,0.08,0.57,1.43,0.87,8/22/2020,14:53:00,-17.48842556,-149.8921487,589.92,246.37,498.76,204.62,1620.02,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.915991610371742,15.887276546338395
id_742,124,2020,2020-August,NA,0.45,30.71,67.65,0.16,0.76,0.99,0.77,9/7/2020,15:29:00,-17.48469737,-149.8922813,176.35000000000002,587.19,161.42000000000002,172.43,1760.16,Papeto'ai,N,Reef pass,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_743,125,2020,2020-August,NA,0.57,29.34,51.34,0.11,0.73,1.59,0.68,8/30/2020,14:52:00,-17.49019641,-149.8826645,789.48,137.46,1347.58,371.65,592.26,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_744,126,2020,2020-August,NA,0.44,29.47,66.48,0.11,1.43,1.24,0.67,8/30/2020,15:05:00,-17.49179923,-149.8794897,1027.4,62.52,1688.3899999999999,64.06,236.37,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8442402572430808,15.11654405369326
id_745,127,2020,2020-August,NA,0.55,29.59,53.96,0.16,0.86,1.15,0.52,8/22/2020,15:31:00,-17.4889724,-149.8789846,711.98,332.71,1598.83,149.81,344.49,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4164247306544042,7.592943052670813
id_746,128,2020,2020-August,NA,0.56,29.47,52.51,0.18,0.78,1.43,0.48,8/22/2020,15:50:00,-17.48683493,-149.8765044,467.62,505.09,1302.48,25.82,505.09,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5568252762385382,10.232677060517176
id_747,129,2020,2020-August,NA,0.51,28.8,56.58,0.14,1.02,0.92,0.55,8/22/2020,16:05:00,-17.48972761,-149.8726504,618.38,232.22,930.8299999999999,65.99,232.22,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044106253886936085,0.7562613288005836
id_748,130,2020,2020-August,NA,0.52,29.75,56.89,0.16,1.02,1.11,0.71,9/8/2020,13:55:00,-17.48467089,-149.8742172,178.36,785.64,1132.02,181.12,785.64,Papeto'ai,N,Reef crest,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5866673488889886,28.730919419059635
id_749,131,2020,2020-August,NA,0.65,30.87,47.66,0.16,1.02,1.45,0.75,9/8/2020,14:20:00,-17.48809573,-149.8667564,194.81,590.75,292.46,125.36,590.75,Papeto'ai,N,Reef pass,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.915126263625381,33.61680959283947
id_750,132,2020,2020-August,NA,0.46,28.56,61.8,0.17,0.96,1.45,2.91,9/8/2020,14:10:00,-17.48744111,-149.8709693,312.65000000000003,471.46,718.4399999999999,75.03,471.46,Papeto'ai,N,Reef crest,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7767401986668165,31.97659867186125
id_751,133,2020,2020-August,NA,0.59,29.61,50.18,0.15,0.78,1.13,0.48,8/30/2020,14:36:00,-17.49028584,-149.8868992,754.2700000000001,111.64999999999999,983.8599999999999,393.95,1035.51,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27491247626482684,4.581552788720706
id_752,134,2020,2020-August,NA,0.54,30.44,56.18,0.11,0.73,1.35,0.45,8/22/2020,15:00:00,-17.48732954,-149.8870074,434.55,409.14000000000004,792.3599999999999,489.87,1132.5,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2111941959591457,21.785570685381405
id_753,135,2020,2020-August,NA,0.46,31.56,68.33,0.16,0.85,1.49,0.65,9/7/2020,15:42:00,-17.48452814,-149.8861285,127.01,774.3199999999999,810.3299999999999,704.34,1222.04,Papeto'ai,N,Reef crest,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.284282752353288,39.69747223479215
id_754,136,2020,2020-August,NA,0.51,29.09,56.74,0.14,0.73,1.24,0.49,8/22/2020,15:18:00,-17.48690316,-149.8805744,448.87,564.8499999999999,1430.61,430.75,633.57,Papeto'ai,N,Mid lagoon,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1279092254810548,20.26327535061311
id_755,137,2020,2020-August,NA,0.52,30.54,59.01,0.17,0.99,1.14,0.78,9/7/2020,16:14:00,-17.48379691,-149.8798111,122.05,900.74,1472.11,471.23,901.66,Papeto'ai,N,Reef crest,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5151087186611216,26.760418762578595
id_756,138,2020,2020-August,NA,0.39,30.5,78.09,0.13,2.47,1.22,0.81,9/8/2020,13:40:00,-17.49209605,-149.8746473,945.3199999999999,36.46,1202.92,308.87,36.46,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04844416968965848,0.8668563432107123
id_757,139,2020,2020-August,NA,0.61,29.18,47.61,0.18,2.81,1.38,0.36,8/22/2020,16:17:00,-17.49065096,-149.8681188,507.66,284.82,490.05,30.47,284.82,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19578536685876646,3.4921350665976063
id_758,140,2020,2020-August,NA,0.5,28.85,57.47,0.18,2.74,1.35,0.41,8/30/2020,15:23:00,-17.49716361,-149.8626436,1201.1599999999999,80.16999999999999,920.07,10.8,438.05,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.012303674072898,52.607749249646616
id_759,141,2020,2020-August,NA,0.74,26.41,35.58,0.17,3.33,1.54,0.46,8/22/2020,16:27:00,-17.49316067,-149.8673732,729.3299999999999,123.28,589.73,31.14,123.28,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_760,142,2020,2020-August,NA,0.5,29.32,58.77,0.18,1.21,1.18,0.48,8/30/2020,16:00:00,-17.49376006,-149.8519205,1047.37,39.96,970.62,21.55,1564.47,Papeto'ai,N,Fringing reef,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8529631038547626,15.628253793994261
id_761,143,2020,2020-August,NA,0.59,29.93,50.96,0.15,0.84,1.12,0.5,8/30/2020,16:12:00,-17.49082932,-149.8544175,630.69,383.06,559.01,109.28,1380.05,Papeto'ai,N,Reef pass,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1477244794518624,38.22085549264486
id_762,144,2020,2020-August,NA,0.46,30.37,66.6,0.17,0.74,1.08,0.48,8/30/2020,16:26:00,-17.48895002,-149.8550006,441.88,516.89,421.78999999999996,193.47,1413.5,Papeto'ai,N,Reef pass,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.006984905139614,18.455898185683147
id_763,145,2020,2020-August,NA,0.46,30.35,66.1,NA,NA,NA,NA,9/8/2020,14:40:00,-17.48966591,-149.8494205,940.88,33.790000000000006,1016.01,375.22,1924.49,Papeto'ai,N,Fringing reef,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6898521332951721,11.790670436762205
id_764,146,2020,2020-August,NA,0.55,29.04,52.51,0.18,0.77,2.94,0.45,8/22/2020,16:24:00,-17.48545652,-149.8469882,665.63,53.17,1288.2,888.26,2344.91,Papeto'ai,N,Fringing reef,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7733309198580054,13.60385356592104
id_765,147,2020,2020-August,NA,0.54,30.36,56.03,0.18,0.72,1.2,0.38,8/22/2020,16:00:00,-17.48168911,-149.8498651,168.67,571.13,1171.2,1163.13,2323.79,Papeto'ai,N,Reef crest,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1847707716232563,21.17256834780923
id_766,148,2020,2020-August,NA,0.58,29.57,50.71,0.18,0.45,0.67,0.36,8/22/2020,16:13:00,-17.48386731,-149.8490207,423.18,334.90999999999997,1131.1499999999999,951.56,2249.28,Papeto'ai,N,Mid lagoon,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.688397613315409,29.635044364631735
id_767,149,2020,2020-August,NA,0.4,31.21,77.08,0.19,0.79,1.03,0.48,9/8/2020,14:52:00,-17.48650493,-149.8520296,498.75,399.48999999999995,739.91,596.71,1823.91,Papeto'ai,N,Mid lagoon,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3587268121320517,23.78908718909463
id_768,150,2020,2020-August,NA,0.51,29.93,58.96,0.16,0.71,1.01,0.46,8/22/2020,15:14:00,-17.48430225,-149.8420147,772.87,51.09,1664.59,1047.01,2900.04,Papeto'ai,N,Fringing reef,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5236177494771864,8.936259741204145
id_769,151,2020,2020-August,NA,0.52,30.25,58.3,0.16,0.49,0.78,0.45,8/22/2020,15:46:00,-17.47821942,-149.8423604,135.98000000000002,718.01,1574.46,1338.72,3188.64,Papeto'ai,N,Reef crest,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.865941140385739,64.3254305464657
id_770,152,2020,2020-August,NA,0.55,28.92,52.75,0.15,0.34,0.55,0.41,8/22/2020,15:34:00,-17.48009529,-149.8422762,339.71,516.16,1575.44,1210.56,3078.71,Papeto'ai,N,Mid lagoon,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3962684561353782,24.573195696473036
id_771,153,2020,2020-August,NA,0.6,29.9,49.51,0.17,0.75,0.98,1.08,8/22/2020,14:40:00,-17.4784169,-149.8339808,184.54,770.53,683.74,650.03,3439.4,Paopao,N,Reef crest,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3150598359074261,23.69914830711907
id_772,154,2020,2020-August,NA,0.47,29.1,62.51,0.19,0.76,1.25,0.38,8/22/2020,14:59:00,-17.4797321,-149.8365316,368.44,589.72,959.9499999999999,691.97,3538.12,Paopao,N,Mid lagoon,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.417187781915896,24.851755455248817
id_773,155,2020,2020-August,NA,0.56,27.53,48.93,0.19,0.76,1.21,0.44,8/22/2020,14:24:00,-17.48486702,-149.8347928,885.61,67.61,1030.6699999999998,350.65,3171.26,Paopao,N,Fringing reef,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7268540913980611,13.098163929963086
id_774,156,2020,2020-August,NA,0.56,27.91,49.74,0.18,0.83,1.34,0.48,8/22/2020,14:12:00,-17.48502921,-149.8312727,843.02,44.33,787.09,19.34,2786.91,Paopao,N,Fringing reef,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41511315193155773,7.448419600225453
id_775,157,2020,2020-August,NA,NA,NA,NA,0.17,1.24,1.25,0.59,8/22/2020,11:39:00,-17.48115082,-149.8301379,386.38,411.26,386.96,235.21,2947.43,Paopao,N,Mid lagoon,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1025280485439495,19.308758040337533
id_776,158,2020,2020-August,NA,0.43,30.2,70.71,0.17,1.61,1.11,0.45,8/22/2020,11:25:00,-17.48467013,-149.8275155,796.48,134.83,612.3199999999999,21.74,2472.07,Paopao,N,Fringing reef,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0485663881698515,18.572629041747877
id_777,159,2020,2020-August,NA,0.61,29.42,48.01,0.18,2.05,1.06,0.44,8/22/2020,11:10:00,-17.48655573,-149.8250571,1077.61,228.23,845.99,9.6,2221.93,Paopao,N,Fringing reef,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7473449522521697,13.58492813775285
id_778,160,2020,2020-August,NA,0.57,29.45,51.39,0.17,1.23,1.37,0.52,8/22/2020,11:20:00,-17.48204526,-149.8262099,583.21,444.89,331.85,44.61,2733.55,Paopao,N,Reef pass,Pihaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8197988630586776,13.673314732723814
id_779,161,2020,2020-August,NA,0.5,30.5,60.71,0.19,0.7,1.13,0.85,9/7/2020,11:22:00,-17.47370895,-149.7768527,228.29,87.43,402.08,362.85,2167.13,Maharepa,N,Fringing reef,Maharepa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7820440559489857,13.513828276008551
id_780,162,2020,2020-August,NA,0.49,28.46,58.18,0.2,0.8,1.64,0.58,8/31/2020,08:40:00,-17.47599625,-149.780356,511.07,67.59,471.09,309.28,1736.89,Maharepa,N,Fringing reef,Maharepa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.714389303239977,12.879600964577657
id_781,163,2020,2020-August,NA,0.6,29.82,49.81,0.2,1.18,1.48,0.47,8/31/2020,09:15:00,-17.47785238,-149.7866539,757.4599999999999,32.28,927.3399999999999,822.99,1041.41,Maharepa,N,Fringing reef,Maharepa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3616246566682836,6.250244136142897
id_782,164,2020,2020-August,NA,0.58,27.6,47.3,0.18,0.69,1.07,0.92,9/7/2020,12:11:00,-17.47880909,-149.790986,676.56,60.36,845.37,737.52,557.01,Maharepa,N,Fringing reef,Maharepa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5465502181182856,9.838055891263474
id_783,165,2020,2020-August,NA,0.66,27.22,40.99,0.21,1.14,1.64,0.59,8/31/2020,10:02:00,-17.4796057,-149.7961288,617.1800000000001,78.94000000000001,552.99,210.97,78.94,Maharepa,N,Fringing reef,Maharepa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4010769056383856,7.073009128698653
id_784,166,2020,2020-August,NA,0.67,29.94,44.82,0.22,0.73,1.41,0.44,8/31/2020,08:55:00,-17.47499012,-149.7867232,451.96999999999997,352.58,727.64,673.51,155.29,Maharepa,N,Mid lagoon,Maharepa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7050743361783777,12.339444382746304
id_785,167,2020,2020-August,NA,0.71,27.31,38.29,0.2,1.42,1.35,0.29,9/7/2020,11:45:00,-17.47282634,-149.7810294,210.23999999999998,441.47999999999996,128.81,28.91,1802.56,Maharepa,N,Reef pass,Maharepa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96791505706495,17.437550735242382
id_786,168,2020,2020-August,NA,0.33,30.7,91.88,0.26,0.86,1.57,0.73,9/7/2020,11:48:00,-17.47187021,-149.786553,102.97,694.58,593.73,628.15,1374.55,Maharepa,N,Reef crest,Maharepa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84957766013343194,15.384539460527968
id_787,169,2020,2020-August,NA,0.54,30.45,56.89,0.2,0.75,1.11,0.78,9/7/2020,12:35:00,-17.47434254,-149.7937432,106.76,619.41,413.38,454.82,719.4,Maharepa,N,Reef crest,Maharepa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0999116545218481,19.714642067754863
id_788,170,2020,2020-August,NA,0.59,29.48,49.69,0.25,0.74,1.19,0.59,8/31/2020,10:20:00,-17.47682031,-149.7950122,332,404.96999999999997,360.96999999999997,279.56,404.97,Maharepa,N,Mid lagoon,Maharepa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9720336638400404,17.684885645529246
id_789,171,2020,2020-August,NA,0.53,28.43,53.91,0.19,0.7,1.39,0.56,8/31/2020,09:40:00,-17.47496934,-149.7901163,320.84000000000003,447.40999999999997,801.31,819.81,868.66,Maharepa,N,Mid lagoon,Maharepa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8853141276629718,15.37269895250549
id_790,172,2020,2020-August,NA,0.63,27.14,43.24,0.28,1.41,1.5,0.55,8/31/2020,11:30:00,-17.4804404,-149.799661,700.15,53.220000000000006,618.5,64.26,53.22,Maharepa,N,Fringing reef,Maharepa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7900917379949565,14.437256986714363
id_791,173,2020,2020-August,NA,0.55,29.21,52.7,0.2,0.77,1.19,0.42,8/31/2020,10:50:00,-17.4760501,-149.7973693,222.05,485.08,136,47.75,485.08,Maharepa,N,Reef pass,Maharepa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.297862713170634,40.93466022622596
id_792,175,2020,2020-August,NA,0.55,27.26,49.93,0.23,1.01,1.62,0.4,8/31/2020,11:50:00,-17.48082167,-149.8048369,802.19,46.51,843.69,11.47,46.51,Maharepa,N,Fringing reef,Paraoro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4031417284063455,7.3179238487205165
id_793,176,2020,2020-August,NA,0.59,29.14,49.36,0.22,0.68,1.16,0.42,8/31/2020,12:50:00,-17.48256359,-149.8138506,1004.7700000000001,99.79,1112.41,359.67,99.79,Maharepa,N,Fringing reef,Paraoro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7606387304511587,13.876126439234463
id_794,177,2020,2020-August,NA,0.48,27.51,57.09,0.17,1.03,1.48,0.48,8/31/2020,13:20:00,-17.48383638,-149.8168138,1020.1800000000001,79.09,956.64,20.22,79.09,Maharepa,N,Fringing reef,Paraoro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3375529484458724,23.438291887688912
id_795,178,2020,2020-August,NA,0.43,28.86,66.77,0.18,1.91,1.03,0.42,8/31/2020,13:45:00,-17.48728956,-149.8183929,1270.91,71.13,1163.32,16.19,414.56,Maharepa,N,Fringing reef,Paraoro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6230172955235602,45.24400609885179
id_796,179,2020,2020-August,NA,0.45,29.74,65.69,0.23,0.75,1.23,0.36,8/31/2020,13:05:00,-17.48120195,-149.8175988,729.31,343.17,701.24,95.53,343.17,Maharepa,N,Reef pass,Paraoro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1886685688811185,20.908175191018138
id_797,180,2020,2020-August,NA,0.43,29.99,69.36,0.18,0.84,0.99,0.28,9/7/2020,13:01:00,-17.47707864,-149.8212362,138.36,942.75,218.5,222.03,942.75,Maharepa,N,Reef pass,Paraoro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_798,181,2020,2020-August,NA,0.38,31.07,81.91,0.18,0.8,1.48,0.72,9/7/2020,13:23:00,-17.47477999,-149.8148865,148.15,968.7900000000001,927.9499999999999,808.03,968.79,Maharepa,N,Reef crest,Paraoro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4700216088712614,25.877512446823616
id_799,182,2020,2020-August,NA,0.42,30.73,72.34,0.21,0.71,1.18,0.77,9/7/2020,13:34:00,-17.47831405,-149.8135389,545.8499999999999,540.6700000000001,1015.63,595.65,540.67,Maharepa,N,Mid lagoon,Paraoro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1700393245974752,20.600012129598834
id_800,183,2020,2020-August,NA,0.47,29.79,63.81,0.23,0.73,1.07,0.47,8/31/2020,12:30:00,-17.48034675,-149.8136512,778.13,350.94,1040.79,428.44,350.94,Maharepa,N,Mid lagoon,Paraoro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8785198199380772,15.554647089682843
id_801,184,2020,2020-August,NA,0.47,28.01,60.16,NA,NA,NA,NA,9/7/2020,13:53:00,-17.4749949,-149.806126,151.84,609.8,649.07,490.27,609.8,Maharepa,N,Reef crest,Paraoro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4148686893108655,40.98524501637051
